Target Schema,Query Attribute,Matched Attribute,Confidence Score,Match Type
PHA4GE,dehosting_method,dehosting_method,100.0%,Exact
PHA4GE,host_role,host_role,100.0%,Exact
PHA4GE,sample_collector_contact_address,sample_collector_contact_address,100.0%,Exact
PHA4GE,location_of_exposure_geo_loc_name_country,location_of_exposure_geo_loc_name_country,100.0%,Exact
PHA4GE,host_age_unit,host_age_unit,100.0%,Exact
PHA4GE,exposure_event,exposure_event,100.0%,Exact
PHA4GE,biosample_accession,biosample_accession,100.0%,Exact
PHA4GE,travel_history,travel_history,100.0%,Exact
PHA4GE,number_of_vaccine_doses_received,number_of_vaccine_doses_received,100.0%,Exact
PHA4GE,symptom_onset_date,symptom_onset_date,100.0%,Exact
PHA4GE,consensus_sequence_filename,consensus_sequence_filename,100.0%,Exact
PHA4GE,destination_of_most_recent_travel_state_province_territory,destination_of_most_recent_travel_state_province_territory,100.0%,Exact
PHA4GE,host_health_outcome,host_health_outcome,100.0%,Exact
PHA4GE,authors,authors,100.0%,Exact
PHA4GE,body_product,body_product,100.0%,Exact
PHA4GE,host_disease,host_disease,100.0%,Exact
PHA4GE,gene_name_1,gene_name_1,100.0%,Exact
PHA4GE,destination_of_most_recent_travel_country,destination_of_most_recent_travel_country,100.0%,Exact
PHA4GE,amplicon_pcr_primer_scheme,amplicon_pcr_primer_scheme,100.0%,Exact
PHA4GE,sample_collection_date,sample_collection_date,100.0%,Exact
PHA4GE,signs_and_symptoms,signs_and_symptoms,100.0%,Exact
PHA4GE,host_health_state,host_health_state,100.0%,Exact
PHA4GE,exposure_setting,exposure_setting,100.0%,Exact
PHA4GE,sequence_submitter_contact_address,sequence_submitter_contact_address,100.0%,Exact
PHA4GE,amplicon_size,amplicon_size,100.0%,Exact
PHA4GE,breadth_of_coverage_value,breadth_of_coverage_value,100.0%,Exact
PHA4GE,anatomical_part,anatomical_part,100.0%,Exact
PHA4GE,vaccination_history,vaccination_history,100.0%,Exact
PHA4GE,destination_of_most_recent_travel_city,destination_of_most_recent_travel_city,100.0%,Exact
PHA4GE,purpose_of_sampling_details,purpose_of_sampling_details,100.0%,Exact
PHA4GE,diagnostic_pcr_ct_value_5,diagnostic_pcr_ct_value_1,96.0%,Fuzzy
PHA4GE,vaccination_dose_1_vaccine_name,vaccination_dose_1_vaccine_name,100.0%,Exact
PHA4GE,diagnostic_pcr_ct_value_3,diagnostic_pcr_ct_value_1,96.0%,Fuzzy
PHA4GE,r2_fastq_filepath,r2_fastq_filepath,100.0%,Exact
PHA4GE,gisaid_accession,gisaid_accession,100.0%,Exact
PHA4GE,depth_of_coverage_threshold,depth_of_coverage_threshold,100.0%,Exact
PHA4GE,host_vaccination_status,host_vaccination_status,100.0%,Exact
PHA4GE,collection_device,collection_device,100.0%,Exact
PHA4GE,host_age_bin,host_age_bin,100.0%,Exact
PHA4GE,gene_name_5,gene_name_1,90.9%,Fuzzy
PHA4GE,complications,complications,100.0%,Exact
PHA4GE,r1_fastq_filepath,r1_fastq_filepath,100.0%,Exact
PHA4GE,sequence_submitter_contact_email,sequence_submitter_contact_email,100.0%,Exact
PHA4GE,raw_sequence_data_processing_method,raw_sequence_data_processing_method,100.0%,Exact
PHA4GE,diagnostic_pcr_ct_value_2,diagnostic_pcr_ct_value_2,100.0%,Exact
PHA4GE,vaccination_dose_1_vaccination_date,vaccination_dose_1_vaccination_date,100.0%,Exact
PHA4GE,specimen_processing_details,specimen_processing_details,100.0%,Exact
PHA4GE,fast5_filepath,fast5_filepath,100.0%,Exact
PHA4GE,purpose_of_sequencing,purpose_of_sequencing,100.0%,Exact
PHA4GE,number_of_base_pairs_sequenced,number_of_base_pairs_sequenced,100.0%,Exact
PHA4GE,host_common_name,host_common_name,100.0%,Exact
PHA4GE,purpose_of_sampling,purpose_of_sampling,100.0%,Exact
PHA4GE,caseid,case_id,92.3%,Fuzzy
PHA4GE,exposure_contact_level,exposure_contact_level,100.0%,Exact
PHA4GE,gene_name_4,gene_name_1,90.9%,Fuzzy
PHA4GE,consensus_sequence_filepath,consensus_sequence_filepath,100.0%,Exact
PHA4GE,gene_name_3,gene_name_1,90.9%,Fuzzy
PHA4GE,sample_collector_contact_email,sample_collector_contact_email,100.0%,Exact
PHA4GE,library_id,library_id,100.0%,Exact
PHA4GE,reference_genome_accession,reference_genome_accession,100.0%,Exact
PHA4GE,most_recent_travel_departure_date,most_recent_travel_departure_date,100.0%,Exact
PHA4GE,exposure_details,exposure_details,100.0%,Exact
PHA4GE,host_age,host_age,100.0%,Exact
PHA4GE,r2_fastq_filename,r2_fastq_filename,100.0%,Exact
PHA4GE,sequencing_date,sequencing_date,100.0%,Exact
PHA4GE,fast5_filename,fast5_filename,100.0%,Exact
PHA4GE,collection_method,collection_method,100.0%,Exact
PHA4GE,isolate_id,isolate_id,100.0%,Exact
PHA4GE,r1_fastq_filename,r1_fastq_filename,100.0%,Exact
PHA4GE,diagnostic_pcr_ct_value_4,diagnostic_pcr_ct_value_1,96.0%,Fuzzy
PHA4GE,purpose_of_sequencing_details,purpose_of_sequencing_details,100.0%,Exact
PHA4GE,bioproject_accession,bioproject_accession,100.0%,Exact
PHA4GE,sequencing_protocol,sequencing_protocol,100.0%,Exact
PHA4GE,host_gender,host_gender,100.0%,Exact
PHA4GE,host_health_status_details,host_health_status_details,100.0%,Exact
PHA4GE,dataharmonizer_provenance,dataharmonizer_provenance,100.0%,Exact
PHA4GE,preexisting_conditions_and_risk_factors,preexisting_conditions_and_risk_factors,100.0%,Exact
PHA4GE,sample_collected_by,sample_collected_by,100.0%,Exact
PHA4GE,sequence_submitted_by,sequence_submitted_by,100.0%,Exact
PHA4GE,consensus_genome_length,consensus_genome_length,100.0%,Exact
PHA4GE,depth_of_coverage_value,depth_of_coverage_value,100.0%,Exact
PHA4GE,most_recent_travel_return_date,most_recent_travel_return_date,100.0%,Exact
PHA4GE,gene_name_2,gene_name_2,100.0%,Exact
PHA4GE,antiviral_therapy,NOT FOUND,0%,Gap
PHA4GE,experimental_control_details,NOT FOUND,0%,Gap
PHA4GE,experimental_specimen_role_type,NOT FOUND,0%,Gap
PHA4GE,host_residence_geo_loc_name_state_province_territory,NOT FOUND,0%,Gap
PHA4GE,insdc_assembly_accession,NOT FOUND,0%,Gap
PHA4GE,insdc_sequence_read_accession,NOT FOUND,0%,Gap
PHA4GE,nml_submitted_specimen_type,NOT FOUND,0%,Gap
PHA4GE,prior_antiviral_treatment_during_prior_mpox_infection,NOT FOUND,0%,Gap
PHA4GE,prior_mpox_antiviral_treatment,NOT FOUND,0%,Gap
PHA4GE,prior_mpox_infection,NOT FOUND,0%,Gap
PHA4GE,prior_mpox_infection_date,NOT FOUND,0%,Gap
PHA4GE,related_specimen_primary_id,NOT FOUND,0%,Gap
PHA4GE,related_specimen_relationship_type,NOT FOUND,0%,Gap
PHA4GE,sample_collection_date_precision,NOT FOUND,0%,Gap
PHA4GE,sequenced_by,NOT FOUND,0%,Gap
PHA4GE,sequenced_by_contact_address,NOT FOUND,0%,Gap
PHA4GE,sequenced_by_contact_email,NOT FOUND,0%,Gap
Influenza,specimen_processing,specimen_processing,100.0%,Exact
Influenza,nml_submitted_specimen_type,nml_submitted_specimen_type,100.0%,Exact
Influenza,anatomical_material,anatomical_material,100.0%,Exact
Influenza,bioinformatics_protocol,bioinformatics_protocol,100.0%,Exact
Influenza,specimen_collector_sample_id,specimen_collector_sample_id,100.0%,Exact
Influenza,organism,organism,100.0%,Exact
Influenza,geo_loc_name_country,geo_loc_name_country,100.0%,Exact
Influenza,sequencing_instrument,sequencing_instrument,100.0%,Exact
Influenza,library_preparation_kit,library_preparation_kit,100.0%,Exact
Influenza,diagnostic_pcr_ct_value_1,diagnostic_pcr_ct_value_1,100.0%,Exact
Influenza,host_scientific_name,host_scientific_name,100.0%,Exact
Influenza,consensus_sequence_software_version,consensus_sequence_software_version,100.0%,Exact
Influenza,consensus_sequence_software_name,consensus_sequence_software_name,100.0%,Exact
Influenza,geo_loc_name_state_province_territory,geo_loc_name_state_province_territory,100.0%,Exact
Influenza,dehosting_method,dehosting_method,100.0%,Exact
Influenza,sample_collection_date_precision,sample_collection_date_precision,100.0%,Exact
Influenza,host_role,host_role,100.0%,Exact
Influenza,host_age_unit,host_age_unit,100.0%,Exact
Influenza,exposure_event,exposure_event,100.0%,Exact
Influenza,biosample_accession,biosample_accession,100.0%,Exact
Influenza,host_health_outcome,host_health_outcome,100.0%,Exact
Influenza,authors,authors,100.0%,Exact
Influenza,body_product,body_product,100.0%,Exact
Influenza,host_disease,host_disease,100.0%,Exact
Influenza,gene_name_1,gene_name_1,100.0%,Exact
Influenza,amplicon_pcr_primer_scheme,amplicon_pcr_primer_scheme,100.0%,Exact
Influenza,sample_collection_date,sample_collection_date,100.0%,Exact
Influenza,host_health_state,host_health_state,100.0%,Exact
Influenza,exposure_setting,exposure_setting,100.0%,Exact
Influenza,amplicon_size,amplicon_size,100.0%,Exact
Influenza,breadth_of_coverage_value,breadth_of_coverage_value,100.0%,Exact
Influenza,anatomical_part,anatomical_part,100.0%,Exact
Influenza,vaccination_history,vaccination_history,100.0%,Exact
Influenza,purpose_of_sampling_details,purpose_of_sampling_details,100.0%,Exact
Influenza,diagnostic_pcr_ct_value_5,diagnostic_pcr_ct_value_3,96.0%,Fuzzy
Influenza,diagnostic_pcr_ct_value_3,diagnostic_pcr_ct_value_3,100.0%,Exact
Influenza,gisaid_accession,gisaid_accession,100.0%,Exact
Influenza,depth_of_coverage_threshold,depth_of_coverage_threshold,100.0%,Exact
Influenza,host_vaccination_status,host_vaccination_status,100.0%,Exact
Influenza,collection_device,collection_device,100.0%,Exact
Influenza,host_age_bin,host_age_bin,100.0%,Exact
Influenza,gene_name_5,gene_name_1,90.9%,Fuzzy
Influenza,raw_sequence_data_processing_method,raw_sequence_data_processing_method,100.0%,Exact
Influenza,diagnostic_pcr_ct_value_2,diagnostic_pcr_ct_value_2,100.0%,Exact
Influenza,specimen_processing_details,specimen_processing_details,100.0%,Exact
Influenza,purpose_of_sequencing,purpose_of_sequencing,100.0%,Exact
Influenza,number_of_base_pairs_sequenced,number_of_base_pairs_sequenced,100.0%,Exact
Influenza,host_common_name,host_common_name,100.0%,Exact
Influenza,purpose_of_sampling,purpose_of_sampling,100.0%,Exact
Influenza,caseid,case_id,92.3%,Fuzzy
Influenza,related_specimen_relationship_type,related_specimen_relationship_type,100.0%,Exact
Influenza,exposure_contact_level,exposure_contact_level,100.0%,Exact
Influenza,gene_name_4,gene_name_1,90.9%,Fuzzy
Influenza,gene_name_3,gene_name_3,100.0%,Exact
Influenza,sample_collector_contact_email,sample_collector_contact_email,100.0%,Exact
Influenza,sequenced_by,sequenced_by,100.0%,Exact
Influenza,reference_genome_accession,reference_genome_accession,100.0%,Exact
Influenza,exposure_details,exposure_details,100.0%,Exact
Influenza,host_age,host_age,100.0%,Exact
Influenza,sequencing_date,sequencing_date,100.0%,Exact
Influenza,related_specimen_primary_id,related_specimen_primary_id,100.0%,Exact
Influenza,collection_method,collection_method,100.0%,Exact
Influenza,isolate_id,isolate_id,100.0%,Exact
Influenza,diagnostic_pcr_ct_value_4,diagnostic_pcr_ct_value_3,96.0%,Fuzzy
Influenza,purpose_of_sequencing_details,purpose_of_sequencing_details,100.0%,Exact
Influenza,bioproject_accession,bioproject_accession,100.0%,Exact
Influenza,sequencing_protocol,sequencing_protocol,100.0%,Exact
Influenza,host_gender,host_gender,100.0%,Exact
Influenza,host_health_status_details,host_health_status_details,100.0%,Exact
Influenza,dataharmonizer_provenance,dataharmonizer_provenance,100.0%,Exact
Influenza,sample_collected_by,sample_collected_by,100.0%,Exact
Influenza,sequence_submitted_by,sequence_submitted_by,100.0%,Exact
Influenza,consensus_genome_length,consensus_genome_length,100.0%,Exact
Influenza,depth_of_coverage_value,depth_of_coverage_value,100.0%,Exact
Influenza,gene_name_2,gene_name_2,100.0%,Exact
Influenza,antiviral_therapy,NOT FOUND,0%,Gap
Influenza,complications,NOT FOUND,0%,Gap
Influenza,consensus_sequence_filename,NOT FOUND,0%,Gap
Influenza,consensus_sequence_filepath,NOT FOUND,0%,Gap
Influenza,consensus_sequence_name,NOT FOUND,0%,Gap
Influenza,destination_of_most_recent_travel_city,NOT FOUND,0%,Gap
Influenza,destination_of_most_recent_travel_country,NOT FOUND,0%,Gap
Influenza,destination_of_most_recent_travel_state_province_territory,NOT FOUND,0%,Gap
Influenza,experimental_control_details,NOT FOUND,0%,Gap
Influenza,experimental_specimen_role_type,NOT FOUND,0%,Gap
Influenza,fast5_filename,NOT FOUND,0%,Gap
Influenza,fast5_filepath,NOT FOUND,0%,Gap
Influenza,host_residence_geo_loc_name_country,NOT FOUND,0%,Gap
Influenza,host_residence_geo_loc_name_state_province_territory,NOT FOUND,0%,Gap
Influenza,insdc_assembly_accession,NOT FOUND,0%,Gap
Influenza,insdc_sequence_read_accession,NOT FOUND,0%,Gap
Influenza,library_id,NOT FOUND,0%,Gap
Influenza,location_of_exposure_geo_loc_name_country,NOT FOUND,0%,Gap
Influenza,most_recent_travel_departure_date,NOT FOUND,0%,Gap
Influenza,most_recent_travel_return_date,NOT FOUND,0%,Gap
Influenza,number_of_vaccine_doses_received,NOT FOUND,0%,Gap
Influenza,preexisting_conditions_and_risk_factors,NOT FOUND,0%,Gap
Influenza,prior_antiviral_treatment_during_prior_mpox_infection,NOT FOUND,0%,Gap
Influenza,prior_mpox_antiviral_treatment,NOT FOUND,0%,Gap
Influenza,prior_mpox_infection,NOT FOUND,0%,Gap
Influenza,prior_mpox_infection_date,NOT FOUND,0%,Gap
Influenza,r1_fastq_filename,NOT FOUND,0%,Gap
Influenza,r1_fastq_filepath,NOT FOUND,0%,Gap
Influenza,r2_fastq_filename,NOT FOUND,0%,Gap
Influenza,r2_fastq_filepath,NOT FOUND,0%,Gap
Influenza,sample_collector_contact_address,NOT FOUND,0%,Gap
Influenza,sample_received_date,NOT FOUND,0%,Gap
Influenza,sequence_submitter_contact_address,NOT FOUND,0%,Gap
Influenza,sequence_submitter_contact_email,NOT FOUND,0%,Gap
Influenza,sequenced_by_contact_address,NOT FOUND,0%,Gap
Influenza,sequenced_by_contact_email,NOT FOUND,0%,Gap
Influenza,sequencing_kit_number,NOT FOUND,0%,Gap
Influenza,signs_and_symptoms,NOT FOUND,0%,Gap
Influenza,symptom_onset_date,NOT FOUND,0%,Gap
Influenza,travel_history,NOT FOUND,0%,Gap
Influenza,vaccination_dose_1_vaccination_date,NOT FOUND,0%,Gap
Influenza,vaccination_dose_1_vaccine_name,NOT FOUND,0%,Gap
